id_auditoria,decision,motivo,accion_v159,estado_aplicacion
EVT-ORD-0688,CONFIRMAR,"[CASO_AJENO/JURISPRUDENCIA] Confirmado, refuerza bloque Monserrat/Rozona: TSJ Asturias sentencia 1121/2024 desestima recursos de Rozona SL y Monserrat, CONFIRMA NULIDAD de medidas empresariales en apelación. Dato nuevo: resultado final del caso en 2ª instancia",Incorporar; conecta con bloque 0797/0676/0677 ya confirmado,CONFIRMADO NbLM lote11 — añade resultado de apelación
EVT-ORD-0689,CONFIRMAR,"[HECHO_PROPIO o comparativo] Confirmado: caso Amezua — incumplimiento normativa, expulsión, insultos, recogida de firmas en contra estando de baja",Incorporar; verificar si Amezua es hecho propio o comparativo,CONFIRMADO NbLM lote11
EVT-ORD-0690,CONFIRMAR,"[REFUERZO HALLAZGO EXISTENTE] Confirmado: documento de cese/cambio de campus de César Saiz muestra puesto F213, discrepancia con F928 (Jefe SP) que ocupa realmente — sustenta denuncia de consolidación irregular vía comisiones de servicio encadenadas. Refuerza hallazgo H-09 ya documentado",Incorporar; vincular explícitamente a hallazgo H-09/César Saiz,CONFIRMADO NbLM lote11 — refuerza hallazgo existente
EVT-ORD-0691,CONFIRMAR,"[HECHO_INSTITUCIÓN] Confirmado: acta CSSI 14/12/2020 aprueba actas anteriores (4/3, 17/6, 24/6, 1/7, 21/9 2020)",Incorporar,CONFIRMADO NbLM lote11
EVT-ORD-0692,CONFIRMAR,"[HECHO_INSTITUCIÓN] Confirmado: estudio de calidad ambiental interior en espacios docentes de los tres Campus, incluye EI Bilbao Portugalete",Incorporar,CONFIRMADO NbLM lote11
EVT-ORD-0693,CONFIRMAR,[HECHO_INSTITUCIÓN] Confirmado: dos convocatorias de bolsa de médico/a de trabajo resultaron desiertas,Incorporar,CONFIRMADO NbLM lote11
EVT-ORD-0694,CONFIRMAR,"[AUTORIDAD EXTERNA] Confirmado, Inspección Médica: 'Cuadro ansioso-depresivo reactivo a factores externos (conflicto laboral)' — evidencia médica externa relevante","Incorporar cita literal, valor probatorio alto (autoridad médica externa)",CONFIRMADO NbLM lote11
EVT-ORD-0695,CONFIRMAR,"[HECHO_INSTITUCIÓN] Confirmado: incoación expediente primera medida cautelar, registro O00008604s2200002300/2022/NOTIFI-181",Incorporar,CONFIRMADO NbLM lote11
EVT-ORD-0696,CONFIRMAR,"[PRIMERA EVIDENCIA ACTOR GA0059] Confirmado: Pedro Iriondo responde 'el asunto que me comentas... es un tema particular y con buen criterio no se trató'. Actor GA0059 (Pedro Iriondo, Secretaría General) tenía evidencias_ids vacío — esta es la primera evidencia vinculable, junto con EVT-ORD-0600 ya identificado antes",Vincular como evidencia de GA0059,CONFIRMADO NbLM lote11 — refuerza actor sin evidencia previa
EVT-ORD-0697,CONFIRMAR,"[HECHO_INSTITUCIÓN] Confirmado: tras visita, Txus Martínez presenta informe, se pide info a todas las partes en plazo de 10 días",Incorporar,CONFIRMADO NbLM lote11
EVT-ORD-0702,CONFIRMAR,[HECHO_INSTITUCIÓN] Confirmado: universidad decide que guardas jurados escolten a Loroño en la escuela,Incorporar,CONFIRMADO NbLM lote11
EVT-ORD-0703,CONFIRMAR,[HECHO_INSTITUCIÓN] Confirmado: universidad resuelve que los dos profesores enfrentados no coincidan en el centro,Incorporar,CONFIRMADO NbLM lote11
EVT-ORD-0704,CONFIRMAR,"[HECHO_PROPIO] Confirmado: Loroño convoca a otros 2 representantes de tribunal, ninguno se presenta",Incorporar,CONFIRMADO NbLM lote11
EVT-ORD-0705,CONFIRMAR,"[HECHO_PROPIO] Confirmado: notas falsas publicadas sin conocimiento de Loroño, aprobado general salvo quien no recusó",Incorporar,CONFIRMADO NbLM lote11
EVT-ORD-0706,CONFIRMAR,[HECHO_PROPIO] Confirmado: a alumno con sobresaliente otorgado por Loroño le dan un 5 en las notas falsas publicadas,Incorporar,CONFIRMADO NbLM lote11
EVT-ORD-0707,CONFIRMAR,"[HECHO_PROPIO] Confirmado como 2022, no 2020 — LA NOTA DE ERROR SISTEMÁTICO DE SESIONES ANTERIORES ERA INCORRECTA PARA ESTE CASO. 4 pruebas convergentes: (1) documento nombra a 'Rectora Eva Ferreira' y 'Vicerrector Fede Recart', Ferreira solo es rectora desde 2021; (2) archivo gemelo UGTInforma13062022_ocred.txt (mismo Lote 016, texto idéntico) trae la fecha completa 13/06/2022 en el propio nombre; (3) artículo de El País (29/06/2022, en 168_ocred.txt y 248_ocred.txt) describe el mismo episodio con horas exactas coincidentes (examen fijado 30/05, Loroño termina 20:15h, profesoras del Rectorado terminan 21:00h); (4) encaja cronológicamente con escalada 2021/2022 (agresión nov.2021, cautelares ene/mar 2022) — en junio 2020 Loroño estaba de IT prolongada hasta septiembre","Incorporar cita literal y fecha 30/05/2022 (examen) / 13/06/2022 (boletín UGT) con plena confianza. CORREGIR la nota de error sistemático general sobre 250/251_ocred.txt — no aplica de forma universal, verificar caso por caso","CONFIRMADO — fecha verificada con 4 pruebas cruzadas, corrige asunción previa de la sesión"
EVT-ORD-0708,CONFIRMAR,"[HECHO_PROPIO/comunicado sindical] Confirmado: FETE-UGT Informa 6 julio 2022, PAS y PDI, cita textual sobre miedo a agresión física en las escaleras",Incorporar cita literal,CONFIRMADO NbLM lote11
EVT-ORD-0709,CONFIRMAR,"[HECHO_INSTITUCIÓN] Confirmado por lectura DIRECTA del correo original (.msg, aportado por Loroño): De 'Datuak Babesteko Ordezkaria/Delegado de Protección de Datos <dpd@ehu.eus>' (Maren Zubizarreta), Para 'pdi@ehu.eus', 05/11/2025 08:28:53. Asunto: 'Protección de datos y uso responsable del correo electrónico y las listas de distribución'. NotebookLM no pudo localizarlo porque el corpus indexado no incluye este archivo .msg (formato distinto al resto del corpus en .txt)",Incorporar correo completo como fuente directa; señalar que el corpus de NotebookLM tiene una laguna de formato .msg no convertido,"CONFIRMADO — verificación directa de archivo original .msg, corrige 'discrepancia' anterior"
EVT-ORD-0710,CONFIRMAR,"[HECHO_PROPIO] Confirmado: 05/12/2025 Loroño presenta denuncia formal por tratamiento ilícito de datos médicos, notifica a DPD conforme art.33 RGPD",Incorporar,CONFIRMADO NbLM lote12
EVT-ORD-0711,CONFIRMAR,"[HECHO_PROPIO] Confirmado: DPD responde mismo día pidiendo formulario de ejercicio de derechos, sin abrir expediente; Loroño rechaza por escrito la derivación",Incorporar,CONFIRMADO NbLM lote12
EVT-ORD-0714,CONFIRMAR,"[HECHO_INSTITUCIÓN] Confirmado por el MISMO correo que 0709: cita literal exacta: 'En las últimas semanas se han producido varios casos en los que se han difundido, por error, datos personales a través del correo electrónico y de las listas de distribución'. Es el reconocimiento de brecha de seguridad por error generalizado, en comunicado masivo a toda la plantilla PDI (pdi@ehu.eus), firmado por Maren Zubizarreta, DPD, 05/11/2025","Incorporar cita literal; vincular al mismo correo que EVT-ORD-0709 (mismo documento, dos aspectos del mismo hecho)","CONFIRMADO — verificación directa, corrige 'sin soporte documental' anterior. NotebookLM no había indexado el formato .msg"
EVT-ORD-0715,CONFIRMAR,[HECHO_INSTITUCIÓN] Confirmado en lo esencial: exigencia de ratificación conforme Acuerdo 10/07/2014 como requisito indispensable para activar protocolo. No se verifica explícitamente el matiz de 'persona distinta a la agraviada',Incorporar; matiz menor sin verificar,CONFIRMADO NbLM lote12
EVT-ORD-0716,CORREGIR-PARCIAL,"Cita relacionada temáticamente (gastos de hace 7 años, Tribunal de Cuentas, se alargó hasta 2018/2019) pero NO confirma explícitamente 'convocatoria a reunión para recibir borrador de auditoría UGAS 2013-2015' tal como está formulada la afirmación",Verificar si es el mismo hecho descrito de otra forma o si hay una convocatoria formal distinta a localizar,"CONFIRMADO PARCIAL — coincidencia temática, no literal"
EVT-ORD-0728,CONFIRMAR,"[HECHO_INSTITUCIÓN] Confirmado por localizador exacto IVVH2IICHQGL7WVLYBQ4GELH6M (identificador único, alta fiabilidad)",Incorporar,CONFIRMADO NbLM lote12
EVT-ORD-0729,CONFIRMAR,"[HECHO_INSTITUCIÓN] Confirmado: Factura 154 GIZAGUNE, 3.025€, 'Intervención organización ICMA Diagnóstico DICIEMBRE', fecha 27/01/2025",Incorporar,CONFIRMADO NbLM lote12
EVT-ORD-0730,CORREGIR-PARCIAL,"Se aportan 2 fechas distintas sin cita literal para la de autorización: (a) autorización del gasto 27/01/2025 (grafo decía 21/01, discrepancia de 6 días, SIN cita literal que lo respalde); (b) validación en sistema 21/10/2025 (con cita literal, ya confirmado en repregunta anterior)",Solicitar cita literal de la fecha de autorización (27/01) antes de fijarla; mantener 21/10/2025 como fecha de validación confirmada,"CONFIRMADO PARCIAL — fecha de validación sólida, fecha de autorización sin cita literal"
EVT-ORD-0731,CONFIRMAR,"[HECHO_INSTITUCIÓN] Confirmado completo: 'Expediente de Contratación Menor SER/20230000005903 de 9 de agosto de 2023. Órgano de contratación: María Eva Ferreira García. Adjudicatario: Gizagune (María Eugenia Ramos)'. CORRECCIÓN: María Eugenia Ramos YA es actor GA0259 en el grafo (adjudicataria formal del contrato Gizagune, nota_alta_v39, fuente NotebookLM 02/07/2026 Lote_040) — no es un hallazgo nuevo, es evidencia adicional que vincular a un actor ya existente",Incorporar cita completa como evidencia adicional vinculada a GA0259 (ya existente),CONFIRMADO — vincula evidencia a actor GA0259 ya registrado
EVT-ORD-0732,CONFIRMAR,"[HECHO_INSTITUCIÓN] Confirmado: importe 4.235€ total, aplicación presupuestaria 2023 38.12 034 259.09 OTROS TRABAJOS",Incorporar,CONFIRMADO NbLM lote12
EVT-ORD-0737,CONFIRMAR,"[CASO_AJENO/JURISPRUDENCIA] Confirmado con cita literal: Sentencia 14/2021 TSJCV revocada, descarta acoso analizando indicios de forma aislada. Caso Torrevieja/Rico","Incorporar; excluir de hechos propios, conservar como jurisprudencia",CONFIRMADO NbLM lote12
EVT-ORD-0738,CONFIRMAR,"[CASO_AJENO/JURISPRUDENCIA] Confirmado por lectura directa del archivo legible (Lote 22/copia limpia, aportado por Loroño): 'la providencia de 30 de marzo de 2022, de la Sección Primera de la Sala de lo Contencioso-Administrativo del Tribunal Supremo, por la que se inadmite el recurso de casación núm. 1704-2021, interpuesto contra la sentencia 14/2021, de 11 de enero'. Motivo de inadmisión: no se justificó suficientemente que las infracciones imputadas a la sentencia fueran relevantes y determinantes","Incorporar cita literal completa, con número de recurso 1704-2021","CONFIRMADO — verificación directa de archivo legible, coincide fecha exacta"
EVT-ORD-0739,CONFIRMAR,"[CASO_AJENO/JURISPRUDENCIA] Confirmado por lectura directa: 'sentencia 313/2022, de 26 de diciembre, de la Sección Undécima de la Audiencia Provincial de Alicante por la que se condenaba a don Manuel Antonio López Vera... inspector en la Policía Local de Torrevieja... autor criminalmente responsable de un delito de infidelidad en la custodia de documentos'. NOTA: el propio texto señala 'cuya firmeza no consta' en el momento de dictarse la STC","Incorporar cita literal completa, con nombre completo del condenado (Manuel Antonio López Vera) y matiz de firmeza no consolidada",CONFIRMADO — verificación directa de archivo legible
EVT-ORD-0742,CONFIRMAR,"[CASO_AJENO/JURISPRUDENCIA] Confirmado por lectura directa de STC_196-2004.txt (archivo legible, aportado por Loroño): 'La recurrente ha venido prestando servicios para Iberia como agente administrativo a través de una sucesión de contratos temporales celebrados para las temporadas 1997, 1998 y 1999... extinguida la relación laboral... alegando el no haber superado el período de prueba... tras calificación de no apto en examen médico'. Nombre completo no visible (archivo empieza en pág.8 BOE, faltan páginas 1-7 con encabezamiento) pero termina en '...Fernández', consistente con 'Eva María Gómez Fernández'. NOTA: 'Antonio Cid Menchén' aparece mezclado en el mismo fragmento por desorden de OCR en formato BOE a dos columnas — pertenece a otra sentencia distinta de la misma página, no es la recurrente de este caso",Incorporar cita literal verificada directamente,"CONFIRMADO — verificación directa de archivo original (BOE), NotebookLM había dado cita de doctrina en vez de antecedentes"
EVT-ORD-0753,CONFIRMAR,"[CASO_AJENO/JURISPRUDENCIA] Ahora sí especifica: 'denegación por manager Antonia de licencias POR BODA'. Coincide con afirmación (solicitud licencia sin sueldo boda de hermana, denegada por Antonia)",Incorporar,CONFIRMADO NbLM lote12 (2ª repregunta) — mejora respecto a 1ª pasada
EVT-ORD-0754,CONFIRMAR,[CASO_AJENO/JURISPRUDENCIA] Confirmado con cita literal distinta: 'En noviembre de 2019 solicitó vacaciones que le fueron denegadas por la manager Sra. Antonia... primeras diferencias por cambios de horarios',Incorporar,CONFIRMADO NbLM lote12 (repregunta final)
EVT-ORD-0756,CONFIRMAR,[CASO_AJENO/JURISPRUDENCIA] Confirmado con cita literal propia: 'Reunión con Sr. Jorge (manager regional) denunciando abuso de autoridad por parte de Sra. Antonia',Incorporar,CONFIRMADO NbLM lote12 (2ª repregunta) — cita individual obtenida
EVT-ORD-0757,CONFIRMAR,[CASO_AJENO/JURISPRUDENCIA] Confirmado con cita literal distinta: 'El 15/02/2023 el Sr. Jorge remitió correo a la Sra. Magdalena exponiendo que Maribel le había trasladado una queja por trato inadecuado y abuso de autoridad de la Sra. Antonia',Incorporar,CONFIRMADO NbLM lote12 (repregunta final)
EVT-ORD-0758,CONFIRMAR,[CASO_AJENO/JURISPRUDENCIA] Confirmado con cita literal exacta: 'El 08/03/2023 la Sra. Magdalena remitió correo... tengo intención de entrevistarme contigo el próximo 21/03/2023',Incorporar,CONFIRMADO NbLM lote12 (repregunta final)
EVT-ORD-0737_REFUERZO,CONFIRMAR,"[CASO_AJENO/JURISPRUDENCIA] Bloque STC 3672-2022 (0737-0739) identificado con nombre completo: Antonio Rico Bellido vs. Ayuntamiento de Torrevieja, represalia tras denuncia de irregularidades en Policía Local. Coincide con JUR0069 ya existente en el grafo (STC 28/2025, 10/02/2025, mismo recurso 3672-2022). Doctrina: valoración de conjunto, protección del informante, inexistencia de plan preconcebido, inversión carga de la prueba. NOTA DE FUENTE: Lote 39 tiene caracteres corruptos; el contenido íntegro y legible está en Lote 22","Vincular explícitamente el bloque 0737-0739 a JUR0069. Para 0738/0739 (Providencia TS, Sentencia AP Alicante López Vera): usar Lote 22 como fuente limpia, pendiente de cita literal específica","CONFIRMADO — identidad del caso reforzada, 0738/0739 siguen pendientes de cita propia"
EVT-ORD-0759,CONFIRMAR,[CASO_AJENO/JURISPRUDENCIA] Confirmado con cita literal propia: En fecha 16/03/2023 se remitió correo confirmando la reunión para el 21.03.23 a las 9:30h en oficinas Mas Blau,"Incorporar cita literal; excluir de hechos propios, conservar como jurisprudencia",CONFIRMADO NbLM lote13
EVT-ORD-0760,CONFIRMAR,[CASO_AJENO/JURISPRUDENCIA] Confirmado con cita literal propia: La actora contesta por correo de 20/03/2023 manifestando disconformidad por el cambio de turno y su intención de acudir con abogado,"Incorporar cita literal; excluir de hechos propios, conservar como jurisprudencia",CONFIRMADO NbLM lote13
EVT-ORD-0761,CONFIRMAR,"[CASO_AJENO/JURISPRUDENCIA] Confirmado con cita literal propia: El 21/03/2023 la Sra. Magdalena se entrevista con los trabajadores de turno Virginia, Urbano, Matilde y Enrique, levantando acta","Incorporar cita literal; excluir de hechos propios, conservar como jurisprudencia",CONFIRMADO NbLM lote13
EVT-ORD-0762,CONFIRMAR,[CASO_AJENO/JURISPRUDENCIA] Confirmado con cita literal propia: En fecha 31/01/2024 la empresa recibe Acta de infracción de Inspección de Trabajo por no seguir el procedimiento de acoso del convenio,"Incorporar cita literal; excluir de hechos propios, conservar como jurisprudencia",CONFIRMADO NbLM lote13
EVT-ORD-0763,CONFIRMAR,"[CASO_AJENO/JURISPRUDENCIA] Confirmado con cita literal propia: Sentencia TSJ Cataluña 19/03/2025: desestimación del recurso de suplicación de la empresa, confirmación íntegra de la sentencia de instancia","Incorporar cita literal; excluir de hechos propios, conservar como jurisprudencia",CONFIRMADO NbLM lote13
EVT-ORD-0768,CONFIRMAR,"[CASO_AJENO/JURISPRUDENCIA] Confirmado con cita literal propia: Informe del protocolo de acoso 16/08/2019: no hay acoso laboral pero sí conflicto que trasciende a alcaldía, secretaría, intervención y derechos humanos","Incorporar cita literal; excluir de hechos propios, conservar como jurisprudencia",CONFIRMADO NbLM lote13
EVT-ORD-0769,CONFIRMAR,[CASO_AJENO/JURISPRUDENCIA] Confirmado con cita literal propia: Decreto de Alcaldía 03/01/2020 disponiendo el cese de Enma en el puesto de letrada del servicio de asesoría jurídica,"Incorporar cita literal; excluir de hechos propios, conservar como jurisprudencia",CONFIRMADO NbLM lote13
EVT-ORD-0770,CONFIRMAR,[CASO_AJENO/JURISPRUDENCIA] Confirmado con cita literal propia: Sentencia JCA nº1 Bilbao estima recurso de Enma: condena al Ayuntamiento a reponerla y abonar salarios dejados de percibir,"Incorporar cita literal; excluir de hechos propios, conservar como jurisprudencia",CONFIRMADO NbLM lote13
EVT-ORD-0771,CONFIRMAR,[CASO_AJENO/JURISPRUDENCIA] Confirmado con cita literal propia: Sentencia JCA nº4 reconoce derecho de Enma al percibo de complementos CD28 y CE715. Coincide con actor 'Leonardo' ya conocido (0767/0772),"Incorporar cita literal; excluir de hechos propios, conservar como jurisprudencia",CONFIRMADO NbLM lote13
EVT-ORD-0772,CONFIRMAR,[CASO_AJENO/JURISPRUDENCIA] Confirmado con cita literal propia: Escrito de Enma y Leonardo manifestando disconformidad con nuevo organigrama que suprime de facto complementos 28 y 715,"Incorporar cita literal; excluir de hechos propios, conservar como jurisprudencia",CONFIRMADO NbLM lote13
EVT-ORD-0773,CONFIRMAR,[CASO_AJENO/JURISPRUDENCIA] Confirmado con cita literal propia: Segundo escrito de disconformidad con propuesta de organigrama y pérdida de funciones,"Incorporar cita literal; excluir de hechos propios, conservar como jurisprudencia",CONFIRMADO NbLM lote13
EVT-ORD-0774,CONFIRMAR,"[CASO_AJENO/JURISPRUDENCIA] Confirmado con cita literal propia: 30/03/2022: transformación del despacho, tabicación completa, separación física de la administrativa, aislamiento físico de Enma","Incorporar cita literal; excluir de hechos propios, conservar como jurisprudencia",CONFIRMADO NbLM lote13
EVT-ORD-0775,CONFIRMAR,[CASO_AJENO/JURISPRUDENCIA] Confirmado con cita literal propia: Decreto de Alcaldía suspende tramitación de reclamación de diferencias salariales alegando litispendencia,"Incorporar cita literal; excluir de hechos propios, conservar como jurisprudencia",CONFIRMADO NbLM lote13
EVT-ORD-0777,CONFIRMAR,[CASO_AJENO/JURISPRUDENCIA] Confirmado con cita literal propia: MUTUALIA propone alta laboral: cuadro no es enfermedad mental primaria sino consecuencia del conflicto laboral,"Incorporar cita literal; excluir de hechos propios, conservar como jurisprudencia",CONFIRMADO NbLM lote13
EVT-ORD-0778,CONFIRMAR,[CASO_AJENO/JURISPRUDENCIA] Confirmado con cita literal propia: Fin del segundo período de IT en fecha 13/11/2023,"Incorporar cita literal; excluir de hechos propios, conservar como jurisprudencia",CONFIRMADO NbLM lote13
EVT-ORD-0782,CONFIRMAR,[CASO_AJENO/JURISPRUDENCIA] Confirmado con cita literal propia: Segundo cese de Anibal por amortización. Interpone demanda por despido con vulneración de DDFF,"Incorporar cita literal; excluir de hechos propios, conservar como jurisprudencia",CONFIRMADO NbLM lote13
EVT-ORD-0787,CONFIRMAR,"[CASO_AJENO/JURISPRUDENCIA] Confirmado con cita literal propia: UPV/EHU revoca el cese, readmite al trabajador, abona salarios dejados de percibir 3 días antes del juicio. Coincide con revocación 28/01/2019 ya conocida del bloque 0781","Incorporar cita literal; excluir de hechos propios, conservar como jurisprudencia",CONFIRMADO NbLM lote13
EVT-ORD-0788,CONFIRMAR,[CASO_AJENO/JURISPRUDENCIA] Confirmado con cita literal propia: Segundo acuerdo Consejo de Gobierno: nueva amortización plaza monolingüe y creación bilingüe (reinicio tras subsanación errores). Anibal no recurre,"Incorporar cita literal; excluir de hechos propios, conservar como jurisprudencia",CONFIRMADO NbLM lote13
EVT-ORD-0789,CONFIRMAR,"[CASO_AJENO/JURISPRUDENCIA] Confirmado con cita literal propia: Segundo cese (efectos 31/08/2019) por amortización, notificado mediante escrito de 12/08/2019","Incorporar cita literal; excluir de hechos propios, conservar como jurisprudencia",CONFIRMADO NbLM lote13
EVT-ORD-0776,CONFIRMAR,"[CASO_AJENO/JURISPRUDENCIA] Aclarada la aparente inconsistencia cronológica: cita literal del Ordinal Vigésimo de los Antecedentes de Hecho: 'Los hechos suscitan la promoción de una reclamación por parte de la actora al INSS, pretendiendo la imposición de un recargo de prestaciones (6-10-2022), a propósito del periodo de baja que transcurre entre el 31-3-2022 y el 13-11-2023'. La fecha de presentación de la reclamación SÍ es 06/10/2022 (correcta); el período hasta 13/11/2023 es una descripción retrospectiva que añade el tribunal al redactar los hechos probados, una vez finalizada la IT — no una fecha conocida por Enma al presentar la reclamación",Incorporar cita literal completa del Ordinal Vigésimo,"CONFIRMADO — aclarada inconsistencia cronológica, sin contradicción real"
EVT-ORD-0793,PENDIENTE,"[CASO_AJENO] No localizado en extractos. Bloque Ceuta (8 trabajadores, contrato temporal obra/servicio), probablemente en Lote 034 no incluido | CONTEXTO HISTÓRICO VERIFICADO: en sesión anterior (v91) este caso (Delegación Gobierno Ceuta) se marcó para exclusión como 'contaminación', pero fue reincorporado en fusión v10 (Qwen) como jurisprudencia_aplicable legítima (Art.14 CE, Art.183 LRJS, discriminación salarial) — mismo tratamiento que Torrevieja/Rico. NO es contaminación a excluir, sigue siendo jurisprudencia genuina pendiente de localizar en extractos (probablemente Lote 034 ausente)",No modificar; reintentar con Lote 034 si se incorpora al cuaderno,"PENDIENTE — no localizado, lote probablemente ausente"
EVT-ORD-0794,PENDIENTE,"Ver EVT-ORD-0793 — mismo bloque, mismo archivo no localizado | CONTEXTO HISTÓRICO VERIFICADO: en sesión anterior (v91) este caso (Delegación Gobierno Ceuta) se marcó para exclusión como 'contaminación', pero fue reincorporado en fusión v10 (Qwen) como jurisprudencia_aplicable legítima (Art.14 CE, Art.183 LRJS, discriminación salarial) — mismo tratamiento que Torrevieja/Rico. NO es contaminación a excluir, sigue siendo jurisprudencia genuina pendiente de localizar en extractos (probablemente Lote 034 ausente)",No modificar,PENDIENTE — no localizado
EVT-ORD-0795,PENDIENTE,"Ver EVT-ORD-0793 — mismo bloque | CONTEXTO HISTÓRICO VERIFICADO: en sesión anterior (v91) este caso (Delegación Gobierno Ceuta) se marcó para exclusión como 'contaminación', pero fue reincorporado en fusión v10 (Qwen) como jurisprudencia_aplicable legítima (Art.14 CE, Art.183 LRJS, discriminación salarial) — mismo tratamiento que Torrevieja/Rico. NO es contaminación a excluir, sigue siendo jurisprudencia genuina pendiente de localizar en extractos (probablemente Lote 034 ausente)",No modificar,PENDIENTE — no localizado
EVT-ORD-0796,PENDIENTE,"Ver EVT-ORD-0793 — mismo bloque, STS 524/2024 | CONTEXTO HISTÓRICO VERIFICADO: en sesión anterior (v91) este caso (Delegación Gobierno Ceuta) se marcó para exclusión como 'contaminación', pero fue reincorporado en fusión v10 (Qwen) como jurisprudencia_aplicable legítima (Art.14 CE, Art.183 LRJS, discriminación salarial) — mismo tratamiento que Torrevieja/Rico. NO es contaminación a excluir, sigue siendo jurisprudencia genuina pendiente de localizar en extractos (probablemente Lote 034 ausente)",No modificar,PENDIENTE — no localizado
EVT-ORD-0798,CONFIRMAR,"[HECHO_PROPIO] Confirmado completo, incluida la parte de llamadas a casa: ya documentada dos veces en el grafo independientemente de este lote — VUL0401 (151_ocred.txt, 04/12/2020: 'el director del departamento te llame a casa estando de baja en tono amenazante') y VUL0397 (57/58_ocred.txt, 07/11/2019: 'el acosador que estando de baja me llama y me insulta'). No hacía falta verificación adicional, ya estaba sólido en el grafo",Incorporar cita de insultos de este lote; vincular con VUL0401/VUL0397 ya existentes para la parte de llamadas,"CONFIRMADO — corregido, ya estaba documentado en el grafo"
EVT-ORD-0799,CONFIRMAR,"[HECHO_PROPIO] Confirmado: autoridades informadas de grabaciones/audios, sin expedientes sancionadores. Cita: 'Explique porque no aplica el régimen sancionador a Manuel Clemente y Alberto López por los insultos y vejaciones... acreditados con testifical y audios'",Incorporar,CONFIRMADO NbLM lote14
EVT-ORD-0800,CORREGIR,"[HECHO_PROPIO] Confirmado. MATIZ CORREGIDO: 'cómplices' (cita literal del documento) y 'colaboradores necesarios' (calificación jurídica) no son contradictorios, pueden coexistir — no es un error a corregir, sino dos formas válidas de referirse al mismo hecho (una literal, otra jurídica)","Incorporar ambas: cita literal 'CÓMPLICES' + calificación jurídica 'colaboradores necesarios' como interpretación aparte, sin presentar la segunda como cita textual","CONFIRMADO — matizado, no es una contradicción real"
EVT-ORD-0801,CORREGIR-PARCIAL,"[HECHO_PROPIO] Confirmado contenido (partida presupuesto 2021 Gobierno Vasco, proyecto trianual, ENAGAS/Puerto Bilbao/Zierbena/Mehatzaldeko Behargintza) pero el documento doc-286 tiene cabecera de SEPTIEMBRE 2024 pese a que el texto habla de gestiones de 2021 — discrepancia de fecha de archivo vs contenido, autodetectada por NbLM","Verificar si es reenvío/impresión posterior de correo de 2021, o error de fecha",CONFIRMADO PARCIAL — discrepancia de fecha archivo vs contenido
EVT-ORD-0802,CONFIRMAR,"[HECHO_PROPIO] Confirmado: examen no realizado por baja, calificado suplantando su identidad desde cuenta GAUR por Aingeru Basterretxea, 'miente y falsifica documento público'. Refuerza hallazgo ya conocido de Basterretxea (0630)",Incorporar; refuerza actor GA0096,CONFIRMADO NbLM lote14 — refuerza hallazgo existente
EVT-ORD-0803,CONFIRMAR,"[HECHO_PROPIO] Confirmado con cita literal exacta, idéntica a la afirmación: algarada, 'darme unas hostias a la puerta de mi casa', bar JAQUE a 20 metros",Incorporar,CONFIRMADO NbLM lote14 — cita exacta
EVT-ORD-0804,CONFIRMAR,[HECHO_PROPIO] Confirmado: falta de expediente a Martija (actor ya conocido) por falsedades/manipulación tribunales TFG perjudicando a Joseba Berreteaga; acta oficial sustituida por actas falsas,Incorporar; refuerza actores Martija y Berreteaga ya conocidos,CONFIRMADO NbLM lote14 — refuerza hallazgos existentes
EVT-ORD-0805,CORREGIR-PARCIAL,"[HECHO_INSTITUCIÓN] Confirmado parcialmente: cita real es de un correo del 09/09/2025 del Rector Bengoetxea, no necesariamente coincide con la fecha exacta 2025-10-13 del evento",Verificar si hay más de un correo o si la fecha del evento debe ajustarse a 09/09/2025,CONFIRMADO PARCIAL — posible discrepancia de fecha
EVT-ORD-0806,CONFIRMAR,[HECHO_INSTITUCIÓN] Confirmado: notificación 07/11/2025 ampliación plazo de resolución,Incorporar,CONFIRMADO NbLM lote14
EVT-ORD-0807,CONFIRMAR,[HECHO_INSTITUCIÓN] Confirmado: documento 203304_Jakinarazpena_Notificacion.pdf,Incorporar,CONFIRMADO NbLM lote14
EVT-ORD-0808,CONFIRMAR,"[HECHO_INSTITUCIÓN] Confirmado: registro EHU2026E013556, 21/04/2026 10:24h",Incorporar,CONFIRMADO NbLM lote14
EVT-ORD-0810,CONFIRMAR,"[HECHO_INSTITUCIÓN] Confirmado: contrato SER/20230000005903, validación César Saiz y Beñat Amade. Refuerza 0731/0810 ya confirmados",Incorporar,CONFIRMADO NbLM lote14
EVT-ORD-0811,CONFIRMAR,[HALLAZGO CLAVE REFORZADO] Confirmado: metadatos acreditan creación 19/05/2025 pese a carátula 'Julio 2024'. Coincide exactamente con hallazgo ya documentado sobre manipulación de fechas del informe Gizagune,Incorporar; refuerza hallazgo clave ya documentado,CONFIRMADO NbLM lote14 — refuerza hallazgo clave
EVT-ORD-0812,CONFIRMAR,[HALLAZGO CLAVE REFORZADO] Confirmado: modificación 12/12/2025 antes de entrega en versión anonimizada. Coincide con hallazgo ya documentado,Incorporar; refuerza hallazgo clave ya documentado,CONFIRMADO NbLM lote14 — refuerza hallazgo clave
